RGD symbol	NCBI gene ID	Gene Synonym
Lamtor1	308869	MGC72560
Lamtor1	308869	p18
		
		
LOC100912538	170895	
Cetn3	170895	
		
Llph	100911956	LOC299818
Llph	100911956	RGD1308261
LOC100911956	100911956	LOC299818
LOC100911956	100911956	RGD1308261
Llph	299818	LOC299818
Llph	299818	RGD1308261
LOC100911956	299818	LOC299818
LOC100911956	299818	RGD1308261
Tex14	287603	LOC287603
		
Trip13	292206	LOC292206
Morn1	298676	MGC95274
		
		
Slc35f4	305865	LOC305865
Slc35f4	305865	RGD1561109
		
		
		
Cebpg	25301	C/EBP
		
Spryd4	288772	LOC288772
Spryd4	288772	MGC116283
Spryd4	288772	RGD1306649
		
Hspb8	113906	Hsp22
Hspb8	113906	MGC72354
		
		
Cd28	25660	CD28RNA
Gtpbp4	114300	Crfg
Gtpbp4	114300	LOC498786
Gtpbp4	114300	LOC683324
Gtpbp4	114300	LOC689822
Gtpbp4	114300	RGD1563564
Thap11	307806	LOC307806
Olr697	405952	
Arf4	79120	
		
Mms22l	313108	LOC313108
Mms22l	313108	RGD1304693
		
Cylc2	500458	LOC500458
Cylc2	500458	RGD1562799
		
		
Apba1	83589	mint-1
Apba1	83589	Mint1
Prss29	287136	LOC287136
Prss29	287136	Tpsd1
		
		
		
Rps6ka3	501560	LOC501560
Rps6ka3	501560	RGD1563860
		
		
Relb	100360982	LOC100360982
		
Med13	303403	LOC303403
Med13	303403	Thrap1
Cntnap1	84008	Caspr
Cntnap1	84008	caspr1
Cntnap1	84008	p190
Crygn	296730	LOC296730
Spink9	103694201	LOC681344
Spink9	103694201	Spink12
Spink9	103694201	Spink12l1
LOC100911241	103694201	LOC681344
LOC100911241	103694201	Spink12
LOC100911241	103694201	Spink12l1
LOC103694201	103694201	LOC681344
LOC103694201	103694201	Spink12
LOC103694201	103694201	Spink12l1
Cxadr	89843	CAR
Cxadr	89843	Car1
Cxadr	89843	MGC109536
Cxadr	89843	rCAR
Mrpl28	497876	LOC497876
LOC100910557	100910557	
Limk2	29524	LIMK-2
Limk2	29524	Limk2b
Limk2	29524	Link2
Dhrs7b	287380	LOC287380
Dhrs7b	287380	MGC105547
Dhrs7b	287380	RGD1311243
Tceanc	367782	LOC367782
Actl7a	298017	Arp7a
Actl7a	298017	LOC298017
Actl7a	298017	T-actin 2
Actl7a	298017	Tact2
Tubb1	679312	LOC679312
		
Ccnyl1	316452	LOC316452
Ccnyl1	316452	RGD1310683
Tedc1	690422	LOC690422
Trhr	25570	TRH-R
Rpl3l	287122	LOC287122
		
Nxph2	679932	LOC679932
Med21	312849	LOC312849
Med21	312849	Surb7
Actg2	25365	MGC105507
Actg2	25365	SMGA
		
Phyhd1	296621	LOC296621
Phyhd1	296621	MGC109475
Trmt5	362754	LOC362754
Trmt5	362754	RGD1306567
Atxn7	361015	LOC361015
Atxn7	361015	RGD1562692
A3galt2	171553	iGb3S
A3galt2	171553	LOC171553
Glyat	293779	AAc
Glyat	293779	LOC293779
Glyat	293779	MGC93750
Smarcd1	363002	LOC363002
Plbd1	297694	LOC297694
Plbd1	297694	RGD1308734
Stk39	54348	PS/TK
Stk39	54348	PSTK1
Stk39	54348	Spak
Ell3	296102	LOC296102
Cpne1	100910990	LOC362249
Cpne1	100910990	swan
LOC100910990	100910990	LOC362249
LOC100910990	100910990	swan
Rbm12	100910990	LOC362249
Rbm12	100910990	swan
Srd5a1	24950	MGC156498
Srd5a1	24950	S5AR 1
Car7	291819	Ca7
Ppp1r17	266705	Gsbs
Smcp	24899	Mcs
Smcp	24899	Mcsp
		
RGD1560212	498890	LOC498890
RGD1560212	498890	MGC156819
Alkal1	100910984	Fam150a
Alkal1	100910984	LOC100910984
Alkal1	100910984	LOC681161
Stx8	59074	
Fbxo7	366854	LOC366854
LOC100911196	100911196	LOC691396
Magea4	689858	LOC689858
Slc6a18	29323	b(0)AT3
Slc6a18	29323	MGC93507
Slc6a18	29323	Xtrp2
LOC100362987	100362987	
Fgf11	170632	
Ccnq	303321	Fam58a
Ccnq	303321	Fam58b
Ccnq	303321	LOC303321
Ccnq	303321	RGD1305651
L1cam	50687	Hsas
L1cam	50687	Hyd
L1cam	50687	L1
L1cam	50687	L1cam_mapped
L1cam	50687	N-CAM L1
L1cam	50687	N-CAM-L1
L1cam	50687	NCAM-L1
L1cam	50687	NCAML1
L1cam	50687	NgCAM
L1cam	50687	NILE
Ston1	360202	Salf
Ston1	360202	Sblf
Eid2	685691	LOC685691
Cdh6	25409	KCAD
Nt5dc3	691922	LOC691922
Cabp2	499298	LOC499298
Cabp2	499298	RGD1563670
Rasgrp4	170668	
Ablim2	360958	
Rangrf	287419	LOC287419
Rangrf	287419	RGD1563195
Zfp354c	78972	AJ18
Zfp354c	78972	Zfn354c
Zfp354c	78972	Znf354c
Cenpi	25448	CENP-I
Cenpi	25448	Fshprh1
Cenpi	25448	LRPR1
Cenpi	25448	RNALRP
Exosc8	295050	LOC295050
Pla2g3	289733	LOC289733
Spata24	291676	LOC291676
Spata24	291676	RGD1311742
Csrp3	117505	CRP3
Csrp3	117505	MLP
		
Tex45	498129	LOC498129
Tex45	498129	RGD1563425
Zfpl1	684755	LOC684755
Gfi1	24388	
Msln	60333	
Olr338	293781	
Prdm4	170820	SC-1
Gsx2	364140	Gsh2
Gsx2	364140	LOC364140
Adamts6	361886	LOC361886
		
Pgk2	316265	LOC316265
RGD1564827	498689	LOC498689
		
C4bpa	24235	C4BP
C4bpa	24235	MGC108761
		
Znf740	685834	LOC685834
Shld2	364514	Fam35a
Shld2	364514	LOC364514
Shld2	364514	RGD1310009
Olr1609	405328	
		
		
		
		
Mir802	100314132	rno-mir-802
		
		
		
		
LOC103690317	103690317	MGC94200
LOC103690317	103690317	RGD1303127
Kansl2	103690317	MGC94200
Kansl2	103690317	RGD1303127
		
hist1h2ail2	100360754	LOC306970
hist1h2ail2	100360754	Hist1h2ai
hist1h2ail2	100360754	LOC502129
hist1h2ail2	100360754	RGD1562827
Hist1h2an	100360754	LOC306970
Hist1h2an	100360754	Hist1h2ai
Hist1h2an	100360754	LOC502129
Hist1h2an	100360754	RGD1562827
Hist1h2ac	100360754	LOC306970
Hist1h2ac	100360754	Hist1h2ai
Hist1h2ac	100360754	LOC502129
Hist1h2ac	100360754	RGD1562827
Hist1h2ai	100360754	LOC306970
Hist1h2ai	100360754	Hist1h2ai
Hist1h2ai	100360754	LOC502129
Hist1h2ai	100360754	RGD1562827
LOC684773	100360754	LOC306970
LOC684773	100360754	Hist1h2ai
LOC684773	100360754	LOC502129
LOC684773	100360754	RGD1562827
hist1h2ail2	684773	LOC306970
hist1h2ail2	684773	Hist1h2ai
hist1h2ail2	684773	LOC502129
hist1h2ail2	684773	RGD1562827
Hist1h2an	684773	LOC306970
Hist1h2an	684773	Hist1h2ai
Hist1h2an	684773	LOC502129
Hist1h2an	684773	RGD1562827
Hist1h2ac	684773	LOC306970
Hist1h2ac	684773	Hist1h2ai
Hist1h2ac	684773	LOC502129
Hist1h2ac	684773	RGD1562827
Hist1h2ai	684773	LOC306970
Hist1h2ai	684773	Hist1h2ai
Hist1h2ai	684773	LOC502129
Hist1h2ai	684773	RGD1562827
LOC684773	684773	LOC306970
LOC684773	684773	Hist1h2ai
LOC684773	684773	LOC502129
LOC684773	684773	RGD1562827
hist1h2ail2	502129	LOC306970
hist1h2ail2	502129	Hist1h2ai
hist1h2ail2	502129	LOC502129
hist1h2ail2	502129	RGD1562827
Hist1h2an	502129	LOC306970
Hist1h2an	502129	Hist1h2ai
Hist1h2an	502129	LOC502129
Hist1h2an	502129	RGD1562827
Hist1h2ac	502129	LOC306970
Hist1h2ac	502129	Hist1h2ai
Hist1h2ac	502129	LOC502129
Hist1h2ac	502129	RGD1562827
Hist1h2ai	502129	LOC306970
Hist1h2ai	502129	Hist1h2ai
Hist1h2ai	502129	LOC502129
Hist1h2ai	502129	RGD1562827
LOC684773	502129	LOC306970
LOC684773	502129	Hist1h2ai
LOC684773	502129	LOC502129
LOC684773	502129	RGD1562827
hist1h2ail2	306970	LOC306970
hist1h2ail2	306970	Hist1h2ai
hist1h2ail2	306970	LOC502129
hist1h2ail2	306970	RGD1562827
Hist1h2an	306970	LOC306970
Hist1h2an	306970	Hist1h2ai
Hist1h2an	306970	LOC502129
Hist1h2an	306970	RGD1562827
Hist1h2ac	306970	LOC306970
Hist1h2ac	306970	Hist1h2ai
Hist1h2ac	306970	LOC502129
Hist1h2ac	306970	RGD1562827
Hist1h2ai	306970	LOC306970
Hist1h2ai	306970	Hist1h2ai
Hist1h2ai	306970	LOC502129
Hist1h2ai	306970	RGD1562827
LOC684773	306970	LOC306970
LOC684773	306970	Hist1h2ai
LOC684773	306970	LOC502129
LOC684773	306970	RGD1562827
hist1h2ail2	306962	LOC306970
hist1h2ail2	306962	Hist1h2ai
hist1h2ail2	306962	LOC502129
hist1h2ail2	306962	RGD1562827
Hist1h2an	306962	LOC306970
Hist1h2an	306962	Hist1h2ai
Hist1h2an	306962	LOC502129
Hist1h2an	306962	RGD1562827
Hist1h2ac	306962	LOC306970
Hist1h2ac	306962	Hist1h2ai
Hist1h2ac	306962	LOC502129
Hist1h2ac	306962	RGD1562827
Hist1h2ai	306962	LOC306970
Hist1h2ai	306962	Hist1h2ai
Hist1h2ai	306962	LOC502129
Hist1h2ai	306962	RGD1562827
LOC684773	306962	LOC306970
LOC684773	306962	Hist1h2ai
LOC684773	306962	LOC502129
LOC684773	306962	RGD1562827
Scrn1	502776	
Olr466	295736	
		
Hist2h2be	295274	LOC295274
Hist2h2be	295274	RGD1562346
		
Pcdhb6	291653	LOC291653
		
Ankrd12	316775	LOC316775
		
Slc36a4	315439	LOC315439
		
		
St6galnac4	407764	siat7D
Fcgr3a	304966	Fcgr4
Fcgr3a	304966	LOC304966
Pomc	24664	alphaMSH
Pomc	24664	Pomc1
Pomc	24664	Pomc2
		
Olr188	405918	
		
Egfr	24329	ErbB-1
Egfr	24329	ERBB1
Egfr	24329	Errp
Olr403	296666	ratchr3-15924446-15925369_ORF
Vom1r70	494239	V1rc6
		
Mir489	100314071	rno-mir-489
Fam3d	289949	LOC289949
Fam3d	289949	Oit1
		
Cnbd1	689462	LOC689462
		
Slc25a29	314441	LOC314441
Mir7a2	100314225	Mir7-2
Mir7a2	100314225	Mir7a-2
Mir7a2	100314225	rno-mir-7a-2
Ep400	304569	LOC304569
Tfrc	64678	tfR
Tfrc	64678	tfR1
Tfrc	64678	TR
Tfrc	64678	Trfr
Mir1193	100526637	rno-mir-1193
Abcb9	63886	Tapl
		
Olr263	293399	
Impg1	66014	Mlgapc
Rbck1	60383	HOIL-1
Rbck1	60383	LOC60383
Rbck1	60383	Pkcbpb15
		
Foxn2	301676	LOC301676
Foxn2	301676	RGD1562291
		
Prb3	245985	Prr21
Prb3	245985	Sgp158
		
Rab12	25530	LOC100362985
Atf7	315333	LOC315333
Lmnb2	299625	LOC299625
Lmnb2	299625	RGD1563803
Mir106b	100314235	rno-mir-106b
Hpn	29135	
		
Cavin4	313225	LOC313225
Cavin4	313225	Murc
Cavin4	313225	RGD1310395
		
Wapl	290577	LOC290577
Wapl	290577	LOC290578
Wapl	290577	RGD1308960
Odf1	24610	
		
		
		
		
Nme4	685679	LOC685679
Decr2	685679	LOC685679
Nme4	64461	LOC685679
Decr2	64461	LOC685679
Nuak1	299694	LOC299694
Nuak1	299694	RGD1309956
Slamf8	289237	LOC289237
		
Gabrg1	140674	
LOC100911917	100911917	LOC499762
LOC100911917	100911917	RGD1564893
LOC100911917	100911917	Surf5
Med22	100911917	LOC499762
Med22	100911917	RGD1564893
Med22	100911917	Surf5
Snap91	65178	Ap180
LOC108352225		
		
		
Bbs12	365770	LOC365770
Bbs12	365770	RGD1561608
		
		
Kbtbd2	312372	LOC312372
Lpar5	500317	Gpr92
Lpar5	500317	LOC500317
Lpar5	500317	RGD1562580
LOC100909609	100909609	
		
Lhfpl1	300286	Lhfp
Lhfpl1	300286	LOC300286
Pot1b	690237	LOC690237
Dtna	307548	Dtna-ps1
Dtna	307548	LOC307548
Dtna	307548	RGD1561985
		
Rin3	314397	
		
		
		
		
Gstt2	29487	
Olr332	293769	ratchr1-215397764-215396805_ORF
		
		
LOC103689931	103689931	A1F-C1
LOC103689931	103689931	Hnrpab
LOC103689931	103689931	LOC100910156
Hnrnpab	103689931	A1F-C1
Hnrnpab	103689931	Hnrpab
Hnrnpab	103689931	LOC100910156
		
		
Pyy	287730	GHYY
Pyy	287730	peptide-YY
Pyy	287730	Pyy_mapped
Pyy	287730	Yy
Nckap5l	315297	LOC315297
Nckap5l	315297	RGD1561571
		
		
Aldh18a1	108348083	LOC361755
Aldh18a1	108348083	Pycs
LOC108348083	108348083	LOC361755
LOC108348083	108348083	Pycs
Aldh18a1	361755	LOC361755
Aldh18a1	361755	Pycs
LOC108348083	361755	LOC361755
LOC108348083	361755	Pycs
		
		
		
		
Corin	289596	LOC289596
Megf10	291445	
Zfp455	286979	Kzf-2
Zfp455	286979	Kzf2
		
Slc44a1	85254	Cdw92
Slc44a1	85254	Ctl1
Inava	289399	LOC289399
Inava	289399	RGD1311892
Whamm	293057	LOC293057
Whamm	293057	RGD1563506
Whamm	293057	Whdc1
Gstt1	25260	GSTYRS
Glra4	367912	LOC367912
Glra4	367912	RGD1564103
Cyp2b3	286953	Cyp2b6
		
		
Chst10	140568	Hnk-1st
Chst10	140568	HNK1ST
Chst10	140568	raHNK-1ST
Chst10	140568	sul-T
Efna5	116683	AL-1
Efna5	116683	LERK-7
Efna5	116683	Lerk7
		
	685197	
Ccdc172	361776	LOC361776
		
Car2	54231	CA-II
Car2	54231	Ca2
Scml4	309859	LOC309859
		
Ebi3	680609	LOC680609
MGC114499	499135	
Fam71a	498311	LOC498311
Fam71a	498311	RGD1561646
		
		
Olr246	293391	
		
		
Ankrd2	309374	LOC309374
Adgrf5	245977	Gpr116
Adgrf5	245977	Gprhep
Adgrf5	245977	Ig-Hepta
Ripor3	688510	Fam65c
Ripor3	688510	LOC296392
Ripor3	688510	LOC688499
Ripor3	688510	LOC688510
		
LOC108348200	100910174	Ta11
LOC108348200	100910174	taR-11
LOC108348200	100910174	taR-8a
LOC108348200	100910174	Trar5
Taar8a	100910174	Ta11
Taar8a	100910174	taR-11
Taar8a	100910174	taR-8a
Taar8a	100910174	Trar5
LOC108348200	108348200	Ta11
LOC108348200	108348200	taR-11
LOC108348200	108348200	taR-8a
LOC108348200	108348200	Trar5
Taar8a	108348200	Ta11
Taar8a	108348200	taR-11
Taar8a	108348200	taR-8a
Taar8a	108348200	Trar5
Tcp11x2	679989	LOC102553216
Tcp11x2	679989	LOC679989
Myo1c	65261	LOC100365624
Myo1c	65261	LOC686250
Myo1c	65261	MMI-beta
Myo1c	65261	MMIb
Myo1c	65261	Myr2
Gdf3	500311	LOC500311
Gdf3	500311	RGD1564178
		
		
	100364016	
Acap1	287443	Centb1
Acap1	287443	LOC287443
		
RGD1559909	362592	LOC362592
		
		
		
		
		
Epb41l4b	500464	LOC500464
Epb41l4b	500464	RGD1562988
		
		
Sec31b	309433	LOC309433
Olr786	405231	
LOC100909613	405231	
RGD1560958	499277	LOC499277
Ggct	362368	Ggctl1
Ggct	362368	LOC362368
Ggct	362368	LOC685702
Ggct	362368	RGD1304876
Ggct	362368	RGD1562590
Sh3gl3	81921	Sh3d2c1
Sh3gl3	81921	SH3P13
Fbxo21	360818	LOC360818
		
		
Uba6	305268	LOC305268
Uba6	305268	RGD1308324
Uba6	305268	Ube1l2
		
Pggt1b	81746	
Mccc1	294972	LOC294972
Mccc1	294972	MGC95141
Phb2	114766	Bap
Phb2	114766	Bap-37
Phb2	114766	Bap37
Phb2	114766	Bcap27
Phb2	114766	Bcap37
		
Usp38	307764	LOC307764
LOC100361139	100361139	
		
Zfp647	102555083	LOC362948
Zfp647	102555083	Znf250
Zfp647	102555083	Znf647
LOC102555083	102555083	LOC362948
LOC102555083	102555083	Znf250
LOC102555083	102555083	Znf647
Nedd4l	291553	MGC105877
Nedd4l	291553	Nedd4-2
Mrps6	100360017	LOC100360017
Mrps6	100360017	LOC288253
Eif1b	301068	LOC301068
Eif1b	301068	RGD1309241
		
Cbs	24250	
		
Pglyrp2	299567	LOC299567
Pglyrp2	299567	LOC691291
		
Mir875	100314134	rno-mir-875
Apol9a	503164	LOC503164
Mtss2	307845	Abba-1
Mtss2	307845	LOC307845
Mtss2	307845	Mtss1l
Mtss2	307845	RGD1309731
Amer2	498529	Fam123a
Amer2	498529	LOC498529
Amer2	498529	RGD1559605
Mir3582	100526597	Mir133c
Mir3582	100526597	rno-mir-133c
Mir3582	100526597	rno-mir-3582
Acss3	314800	LOC314800
Acss3	314800	RGD1307051
Asgr1	24210	ASGP-R 1
Asgr1	24210	ASGPR 1
Asgr1	24210	ASGR
Asgr1	24210	HL-1
Asgr1	24210	MGC108731
Asgr1	24210	RATRHL1
Asgr1	24210	RHL-1
Asgr1	24210	RHL1
		
Atpaf2	303190	LOC303190
		
Tent4a	306672	LOC306672
Tent4a	306672	Papd7
Tent4a	306672	Pols
Nenf	289380	SCIRP10
Nenf	289380	Spuf
P2rx2	114115	P2X2
		
		
		
Msr1	498638	LOC498638
Msr1	498638	RGD1564316
		
Cfi	79126	FI
LOC102551439	102551439	
		
	498744	
		
		
Pdzd8	308000	LOC308000
Pdzd8	308000	Pdzk8
LOC102552344	102552344	
		
Radil	304299	LOC304299
Radil	304299	RGD1306155
Rnf43	303412	LOC303412
Rnf43	303412	RGD1305204
Wnt7a	114850	
		
		
Olr663	295869	ratchr3-72914378-72913443_ORF
Plscr5	501036	LOC501036
Plscr5	501036	RGD1564500
Cdan1	311348	LOC311348
		
Ptbp3	83515	Rod1
		
Olr801	405372	
		
		
Rnf10	288710	LOC288710
Zmat1	308654	LOC308654
Zmat1	308654	RGD1565344
		
		
Cacng2	84347	Ipr328
Mrps16	688912	LOC688912
LOC108351450		
Sdr9c7	259235	Rdh20
Sdr9c7	259235	Rdhs
Sdr9c7	259235	Sdr-o
Sdr9c7	259235	Sdro
		
		
Phox2a	116648	Arix
		
		
		
		
Khdrbs1	117268	LOC100361306
Khdrbs1	117268	P62
Khdrbs1	117268	p68
Khdrbs1	117268	Sam68
		
Ubxn10	298577	LOC298577
Ubxn10	298577	Ubxd3
		
Olr901	103693533	LOC102550627
Olr901	103693533	ratchr7-3457136-3458080_ORF
Olr901	103693533	LOC100910562
LOC103693533	103693533	LOC102550627
LOC103693533	103693533	ratchr7-3457136-3458080_ORF
LOC103693533	103693533	LOC100910562
		
Trappc2b		LOC100910318
Plin5	501283	LOC501283
		
		
		
		
St3gal5	83505	Siat9
St3gal5	83505	ST3Gal V
St3gal5	83505	ST3GalV
Mir342	100313980	rno-mir-342
		
Terf2	361403	LOC361403
Terf2	361403	Trf2
		
Lgi1	252892	MGC105310
Lypd4	681194	LOC681194
Lypd4	681194	rCG53718
		
		
Slc7a8	84551	Lat2
Slc7a8	84551	Lat4
		
		
		
Blvrb	292737	LOC292737
Pld3	361527	LOC361527
Pld3	361527	MGC109410
Pld3	361527	PLD 3
Slc47a1	360539	LOC360539
Slc47a1	360539	MATE-1
Slc47a1	360539	MATE1
Slc47a1	360539	RGD1311123
Slc47a1	360539	rMATE-1
		
Pnma3	293840	LOC293840
Pnma3	293840	RGD1563752
Mir429	100314067	rno-mir-429
		
Vamp5	89818	VAMP-5
LOC102555669	102555669	
		
		
		
Kars	292028	LysRS
Kars	292028	MGC94484
		
RGD1564463	289322	LOC289322
		
Tmem141	499755	LOC499755
Tmem141	499755	RGD1561492
		
Hsf2bp	499413	LOC499413
Hsf2bp	499413	RGD1565879
		
		
Csad	60356	
		
		
Acsl6	117243	Facl6
Acsl6	117243	LACS 6
Acsl6	117243	Lacsl
		
		
		
Lama1	316758	LOC316758
		
Sh3glb1	292156	LOC292156
Agap3	362300	Centg3
Agap3	362300	LOC362300
Cand1	117152	Tip120
Cand1	117152	Tip120A
Sh2b1	89817	Sh2-b
Sh2b1	89817	Sh2b
Sh2b1	89817	Sh2bpsm1
		
Scarna15	102466617	Mir1839
Scarna15	102466617	rno-mir-1839
		
		
		
		
Clca5	362052	CLCA
Clca5	362052	Clca2
Clca5	362052	Clca4
Clca5	362052	LOC362052
Clca5	362052	rbCLCA
		
Erbb4	59323	
Defb29	641519	BD-29
		
		
Crhr2	64680	CRF-R 2
Crhr2	64680	CRF-R-2
Crhr2	64680	CRF-R2
Crhr2	64680	CRF2
Crhr2	64680	Crf2r
Crhr2	64680	CRFR-2
Crhr2	64680	CRH-R 2
Crhr2	64680	CRH-R-2
Crhr2	64680	CRH-R2
Ccdc173	311113	LOC311113
Ccdc173	311113	RGD1308818
Mir3555	100526646	Mir191b
Mir3555	100526646	rno-mir-191b
Mir3555	100526646	rno-mir-3555
RGD1563300	306926	LOC306926
LOC100125368	100125368	MGC156774
LOC102551539	100125368	MGC156774
Mir138-2	100314032	rno-mir-138-2
Eif4ebp3	100365872	LOC100365872
Ankhd1	100365872	LOC100365872
Eif4ebp3	100529260	LOC100365872
Ankhd1	100529260	LOC100365872
Spry2	306141	LOC306141
Mir876	100314210	rno-mir-876
		
Ppp1r3g	291069	LOC291069
Ppp1r3g	291069	RGD1308930
		
Vom1r61	494282	V1rj3
Olr128	103694854	ratchr1-161648307-161647345_ORF
LOC103694854	103694854	ratchr1-161648307-161647345_ORF
Ndufaf5	296190	LOC296190
Ndufaf5	296190	RGD1309829
		
Oxsm	289934	LOC289934
Oxsm	289934	RGD1311092
Olr1585	406005	
Pfn4	494222	
		
		
		
Slc22a1	24904	MGC93570
Slc22a1	24904	Oct1
Slc22a1	24904	Orct1
Slc22a1	24904	Roct1
Pmaip1	492821	Noxa
Eef2	29565	Ef-2
Gtf2a1l	316711	Gtf2a1lf
Gtf2a1l	316711	LOC316711
Zfp770	691610	LOC691610
Zfp770	691610	Znf770
		
		
		
		
LOC108348062	100911110	
Eif3h	100911110	
LOC108348062	108348062	
Eif3h	108348062	
Fcar	365183	Cd89
Cwc22	362153	LOC362153
Cwc22	362153	RGD1565385
Tmem98	303356	MGC93733
		
Luzp1	79428	Luzp
Gdf9	59304	
		
		
LOC102555217	102555217	
Ppfibp2	308918	LOC361622
Atp8b5p	691125	LOC691125
	302441	
		
Tmub1	362301	Hops
Tmub1	362301	MGC72996
		
Olr556	405249	
Ube2c	296368	LOC296368
Olr8	292563	
		
Usp10	307905	MGC124997
Col6a1	294337	LOC294337
Col6a1	294337	RGD1565398
Extl1	313610	LOC313610
		
	102546391	
Plekhj1	314634	LOC314634
		
Efcab2	289280	LOC289280
Efcab2	289280	RGD1308593
Rcc2	298594	LOC298594
Rcc2	298594	RGD1309986
Acer1	301118	Asah3
Acer1	301118	LOC301118
LOC686660	686660	
Osr2	315039	LOC315039
		
Usp35	308834	LOC308834
Usp35	308834	RGD1565984
		
LOC108348050	108348050	
LOC108348050	304150	
Ptgfrn	29602	CD9P-1
Ptgfrn	29602	EWI-F
Gfra4	66023	
Cacnb3	25297	CAB3
Cacnb3	25297	CACH3B
		
		
RGD1560289	500258	LOC500258
		
LOC103691072	103691072	CYP2B15
LOC103691072	103691072	LOC100360055
Slc5a8	500820	LOC500820
Slc5a8	500820	RGD1564146
Mtmr1	317296	LOC317296
Tacc3	360962	
Olr720	405955	
Tsfm	679068	2A3-2
Tsfm	679068	EF-Ts
Tsfm	679068	EF-TsMt
Tsfm	679068	LOC679068
Olr781	296035	
		
		
		
Niban3	498604	Fam129c
Niban3	498604	LOC498604
		
Zmat3	64394	PAG608
Zmat3	64394	Wig1
Tgfb3	25717	MGC105479
Tgfb3	25717	TGF-B3
Atp5mc2	171082	Atp5g2
Clk3	171305	
Kin	689197	LOC689197
Cdca7l	619566	LOC619566
Ogg1	81528	
Cep112	287776	Ccdc46
Cep112	287776	LOC287776
Cep112	287776	RGD1564168
	102556096	
Tmem191c	680867	LOC680867
Olr1262	405089	
Olr1693	365523	
Snx30	298033	LOC298033
Snx30	298033	RGD1311367
Sox7	290317	LOC290317
Osgin2	313085	LOC313085
Osgin2	313085	RGD1306323
Sh3rf2	307472	LOC307472
Sh3rf2	307472	MGC114566
Sh3rf2	307472	Posh2
Sh3rf2	307472	Ppp1r39
Cdh11	84407	
Spata21	366491	MGC105642
Spata21	366491	Spergen3
		
Mrps12	292758	LOC292758
Ttbk1	316229	LOC316229
Ttbk1	316229	RGD1559518
Zfp91	246282	
Olr920	288798	
Syndig1l	685882	LOC685882
Syndig1l	685882	Tmem90a
Cfap99	305453	LOC305453
Cfap99	305453	RGD1564567
Olr729	366116	ratchr3-74342019-74341093_ORF
LOC685067	685067	
Olr458	295728	
Fastkd1	311112	LOC311112
Fastkd1	311112	RGD1563531
Prkaca	25636	Cs-PKA
Prkaca	25636	PKCA1
Sqstm1	113894	Osi
Sqstm1	113894	ZIP
Sqstm1	113894	ZIP3
Stk24	361092	LOC361092
Stk24	361092	MST-3
Stk24	361092	Mst3b
Stk24	361092	RGD1561742
Rnf34	282845	MGC93980
Rnf34	282845	Momo
Lrrc74a	314328	LOC314328
Lrrc74a	314328	Lrrc74
Lrrc74a	314328	MGC114373
Lrrc74a	314328	MGC156476
Stx4	81803	Stx4a
Khk	25659	
Olr1251	300576	ratchr8-40765174-40766103_ORF
Polh	316235	LOC316235
Setd6	291844	LOC291844
Setd6	291844	RGD1560538
LOC102554748	102554748	
Manf	315989	LOC315989
Olr1254	103692042	LOC100912287
LOC100912580	103692042	LOC100912287
LOC103692042	103692042	LOC100912287
Olr1254	405976	LOC100912287
LOC100912580	405976	LOC100912287
LOC103692042	405976	LOC100912287
Zfr2	314639	LOC314639
Zfr2	314639	RGD1304737
Rhox10	652926	Rhoxf10
Kng1	288001	alpha-1-MAP
Kng1	288001	Kng1l1
Kng1	288001	MGC108747
Kng1	25087	alpha-1-MAP
Kng1	25087	Kng1l1
Kng1	25087	MGC108747
Kng1	24903	alpha-1-MAP
Kng1	24903	Kng1l1
Kng1	24903	MGC108747
Mindy4	312365	Fam188b
Mindy4	312365	LOC312365
Mindy4	312365	RGD1562590
Mtx3	688905	LOC688905
Zfp300	100364132	LOC100364132
Tmem202	691306	LOC691306
Ppbp	246358	Cxcl7
Ppbp	246358	Nap-2
Elavl1	363854	Hua
Elavl1	363854	HuR
Elavl1	363854	LOC363854
		
Serpinb13	304690	LOC304690
Ndufaf7	298748	LOC298748
Ndufaf7	298748	MGC94867
Ndufaf7	298748	RGD1311578
Actl6a	361925	LOC361925
Actl6a	361925	MGC112664
Actl6a	361925	RGD1307747
		
		
Ewsr1	289752	LOC289752
Ewsr1	289752	MGC112874
LOC100912481	289752	LOC289752
LOC100912481	289752	MGC112874
Tmem88	497936	LOC497936
Tmem88	497936	RGD1561781
		
Olr964	108348039	
LOC108348039	108348039	
Olr964	405963	
LOC108348039	405963	
		
Mapk1ip1l	361028	LOC361028
Mapk1ip1l	361028	RGD1311455
Mir3597-2	100526636	Mir9b-2
Mir3597-2	100526636	rno-mir-3597-2
Mir3597-2	100526636	rno-mir-9b-2
Tmem214	362711	LOC362711
Tmem214	362711	RGD1311324
Actr5	362258	LOC362258
Pde12	306231	2'-PDE
Pde12	306231	2-PDE
Pde12	306231	LOC306231
Pde12	306231	LRRGT00074
Pde12	306231	RGD1310975
		
Adra2c	24175	
Eif6	305506	eIF-6
Eif6	305506	Itgb4bp
Eif6	305506	LOC305506
Eif6	305506	MGC124669
Mir296	100314282	rno-mir-296
		
Fpgt	310935	
Kynu	116682	
		
LOC103689961	25545	MGC105482
LOC103689961	25545	SelW
LOC103689961	25545	Sepw1
Selenow	25545	MGC105482
Selenow	25545	SelW
Selenow	25545	Sepw1
Tns2	315326	LOC315326
Tns2	315326	Tenc1
Slc5a5	114613	Nis
		
